"name","mz","rt","QC11","QC12","QC22","QC23","QC24","QC25","QC26","QC27","QC28","QC29","QC30","QC31","QC13","QC32","QC33","QC34","QC35","QC14","QC15","QC16","QC17","QC18","QC19","QC20","QC21","EC4349","EC7415","ECFD103","EC3972","EC6120","EC6561","EC7522","EC7401","EC34A1771","EC6594","EC53A2215","EC47A2046","EC6557","EC6517","EC7221","EC7560","EC4365","EC4182","ECA1469","EC4455","EC17A1458","EC4641","EC6364","EC7460","EC6891","ECA1467","EC4121","EC6A1215","EC24A1581","EC6349","EC7447","EC4177","ECFB131","EC26A1605","EC6401","EC7586","EC6591","EC30A1671","ECA558","EC4370","EC4654","EC4374","EC4565","EC563","EC6602","EC3751","ECFB60","EC7631","EC6513","EC4638","EC8365","EC4149","EC4536","EC4293","ECFB123_1","EC6132","EC7403","EC4302","EC4385","EC6291","EC6548","EC6461","EC6742","EC6400","EC7597","EC6748","EC6101","ECFB123_2","EC6305","EC4106","EC4265","EC4136","EC4206","EC7372","EC6208","EC4291","EC6752","EC4482","EC6893","EC7360","EC7590","EC4781","EC7234","EC7458","EC7438","EC6200_1","EC6399","EC6459","EC55A2248","EC6902","EC6326","EC4173","ECFA125","EC8363","ECFC120","EC4179","EC6225","EC8289","EC4493","EC7446","EC6290","EC4382","EC6112","EC7577","EC4160","EC7160","EC3670","ECFA123","EC6299","EC8056_1","ECFB129","EC7536","ECFC18","EC6746","EC7237","EC6894","EC6659","EC3768","EC4286","EC8457","EC4054","EC4193","EC567","EC4483","EC7371","EC4171","EC6614","EC6358","EC4052","EC6731","EC4771","EC6519","EC5A1395","ECA1356","EC6109","EC4086","ECFB47","EC4600","EC4272","EC7527","EC4338","EC47A2049","EC4604","EC4602","EC6559","EC6304","EC4201","EC4135","EC4105","EC6501","EC4532","EC4235","EC7542","EC3703","EC8367","EC6356","EC3688","EC7603","EC6562","EC6402","EC32A1737","EC7244","EC7528","EC6634","EC8065","EC3938","EC3687","EC4224","EC4348","EC7154","EC4619","EC25A1596","EC6345","EC7549","EC4220","EC6103","EC4268","EC6808","ECA1318","EC3944","EC3677","EC25A1594","EC6108","EC7233","EC6202","EC4270","EC3826","EC7599","EC6408","EC7426","EC6A1200","ECFB147","QC36","QC37","QC38","QC39","QC40","QC41","QC42","QC43","QC44","QC45","QC46","QC47","QC48","QC49","QC50","QC51","QC52","QC53","QC54","QC55","QC56","QC57","QC58","QC59","QC60","EC0552","ECA111","EC7274","EC618","EC619","ECA168","ECA225","EC6840","EC6857","EC6926","ECA004","EC0628_1","ECA162","EC7135","ECA424","EC625","ECA222","EC7514","EC8551","EC7087","ECA220","EC6953","ECA507","ECA201","ECA102","ECA1088","EC0909","ECA504","EC7064","EC656","EC7570","EC0753","ECA137","ECA1161","EC7490","ECA301","EC6849","ECA100","EC6864","EC6988","EC7031","ECA299","EC7482","EC636","EC738","EC0890","EC7470","EC6951","EC686","EC0356","EC7060","EC7025","ECA195","EC687","ECA188","EC628","EC7143","EC611","EC7354","EC7279","EC4A1168","EC6938","EC7084","EC7340","EC7139","EC620","EC6812","ECA097","EC595","EC0848","EC7511","ECA041","EC7327","EC7179","EC298","EC6843","EC655","ECA297","ECA176","EC632","EC0788","ECA328","ECA287","EC237","ECA125","EC7515","ECA038","ECA120","EC0239","ECA1143","EC7320","ECA217","EC7101","EC7492","ECA239","EC7351","EC7392","EC7276","ECA214","EC7009","EC189","ECA408","ECA212","EC0114","ECA126","ECA121","EC0214","ECA286","EC7063","EC7384","EC627_1","EC6934","EC6907","ECFC145","EC7454","ECA107","EC6758","EC7355","EC6913","ECA210","EC7285","ECA573","EC7341","ECA327","EC7502","ECA098","ECA197","ECA169","ECA288","EC616","ECA642","ECA537","EC7286","ECA290","ECA193","EC0858","ECA405","EC6809","ECA407","ECA167","EC6915","EC7183","EC0364","ECA108","EC7028","EC0466","ECA425","ECA1070","EC7282","EC6775","EC302","EC6850","ECA106","EC7507","EC735","EC7070","EC623","EC7184","EC577","EC0830","EC0576","ECA508","EC612","EC7393","EC6993","EC633","ECA110","EC0864","ECA574","EC6945","ECA418","EC7383","EC653","EC7114","EC1A1079","EC711_1","EC0547","EC0628_2","EC7326","EC646","EC0681","ECA186","ECA143","EC733","ECA103","ECA022","EC7061","ECA1142","ECA216","ECA024","ECA415","EC6851"
"M72T56","72.0807234","56.289","2845260.41","3123306.507","3169726.713","3537499.771","3700333.293","5779233.897","6369519.196","3764000.541","4894260.885","5097062.967","5673649.123","5504289.198","3718719.086","5140932.4","5374245.374","5247840.121","4311040.199","3468395.844","4219304.959","3928342.193","4299476.962","5370805.564","5847563.259","3499896.468","3064287.968","2502708.939","2992594.578","2654676.754","2409397.996","2868248.768","2713523.96","3873696.282","3212061.744","3831752.803","3301257.435","2693291.096","2942493.171","3358463.684","2749880.052","2657803.95","1670616.843","3227760.901","3153019.94","2632561.818","2537110.473","2830419.068","1911798.881","8058676.558","7199776.126","4276383.94","6394318.29","5013328.936","5317006.218","3998228.477","6201558.105","3960138.021","4128463.613","4831495.857","5521017.289","4137588.021","7483754.888","5941077.169","4836126.55","3906322.579","5471162.103","4733776.357","4343912.637","5330195.584","5190460.846","3884018.027","4727073.036","5172969.083","5305271.256","4121696.936","4930717.277","3470330.874","2891248.039","4489271.411","4378634.983","5249572.169","4610694.373","3519385.043","5573935.723","4084264.673","5046141.441","4692243.074","4436123.108","5166230.02","6121239.137","4402136.83","5045771.544","5102767.094","5466211.348","3232731.495","5113959.317","5053963.256","4793313.744","5700676.529","6475960.508","4714438.612","3706285.314","3529537.456","3323231.989","4362058.683","4600674.353","5826734.516","5680108.357","4268178.898","4035942.36","3642305.77","3240341.124","4432803.924","4641295.651","6016379.466","4614427.59","3639045.242","3552359.44","6256862.74","5571892.235","4159184.765","4701119.362","2533164.862","3732495.77","3659036.546","4869931","4432627.959","3760695.812","4047316.523","5129733.591","4214833.846","4435481.393","4085319.542","4791141.377","2936938.922","5187528.569","5401506.866","3666425.93","4520585.47","4425064.464","3346116.488","4575474.304","3599043.081","3292572.648","4228212.66","4664712.949","3588520.311","4802149.545","4418174.196","2509429.502","4759203.957","3763284.393","3956967.342","3782832.103","4464317.332","4308631.097","3780094.192","3210680.676","2798376.803","4530329.709","3521948.538","5126368.757","4684434.281","3880479.002","5318719.527","4943050.055","4939046.038","5018636.2","3192304.168","4719260.423","4336576.926","4264253.115","7046052.623","5782441.738","5788761.32","6570698.071","6730356.738","5124351.087","2883471.201","5692661.455","6621623.33","5690993.217","5026721.295","5383126.676","5314620.253","6849930.168","9667692.305","7981255.467","4386793.105","7987856.851","6367946.207","7078145.245","6360078.561","4736240.793","3371209.405","4284191.221","4086205.323","4101823.314","4659127.392","4527194.491","4459597.248","2320519.896","3103984.745","2000642.284","2494675.061","2772414.518","2587764.445","2429970.195","3669137.366","2510882.941","3055833.039","3359923.453","2794508.043","3321637.514","3161382.845","2380586.169","2273885.664","2247254.81","2477376.746","2768991.726","2661909.472","2610506.161","2532814.023","2846574.682","2709524.258","2630393.223","2660825.911","2462787.291","2496915.515","2464306.033","2769883.098","2475982.313","2506227.586","3061168.917","2504120.048","2691266.711","2686039.496","2809301.472","2567317.026","2523163.037","2416395.57","2424740.99","2316201.643","2986311.774","2936846.634","2293876.353","2423212.868","2851687.48","2788204.35","2508920.313","2344215.912","2553262.343","2247146.859","2137272.253","2917232.313","2869593.267","1969332.327","2993036.062","2134012.28","2452923.488","2495966.296","","2691062.376","3391129.554","2807305.22","3495889.151","2774521.817","3321291.335","3299526.953","2532956.355","2541135.338","2087037.317","2321081.646","3073265.106","2301552.128","2337756.818","2752031.516","3190340.241","2465124.745","2642764.336","3750547.223","2294223.923","2564355.98","2565818.093","3545792.145","2640670.738","","2231276.649","2636523.185","2261572.778","2587933.475","2548033.301","2732007.593","1738012.68","2351813.443","3629703.608","1768311.743","2754096.046","2964011.623","1939536.82","2331582.482","3534838.561","3746217.814","2907992.677","2385540.985","3322334.874","3060119.678","2245256.928","3137563.502","3494126.213","3411826.233","2179507.507","2716127.688","2090402.668","2493928.082","2552986.932","3214187.855","2579365.947","2755546.266","2658247.6","2471181.425","2343602.473","3007467.295","3388805.262","2696167.44","2746993.854","2371451.813","2521708.381","2199239.829","3256027.296","2856652.89","2078917.677","2104107.553","3235450.559","2683647.176","3173771.157","2411123.216","3090671.474","2768224.483","2466744.609","2295752.077","2712610.959","2359122.554","2222427.207","2858066.161","2151776.96","1931589.539","2090874.636","2154547.156","2063025.03","2995527.442","2568155.604","2115814.972","1840768.777","2605901.648","1865082.412","2562564.456","2499851.435","2249829.766","2071269.332","2953277.677","2214621.577","2029051.904","3104940.56","3286046.646","3331405.615","2056649.177","2832020.956","2668052.12","2268008.613","2302079.54","2128564.714","2983080.007","2394833.177","2495716.143","2246760.174","2513382.886","2917932.102","2576956.852","2437052.771","2731566.491","3152454.841","2579633.859","3237908.602","2735934.145","2693229.33","2555891.183","3075399.74","2749257.684","2143068.213","2862668.26","2474836.538","2153720.789","2408092.408","2352304.877","2421306.058","2118730.757","1922239.788","2430679.232","3212576.412","2842174.281","2041606.456","3182368.922","1782639.892","2185917.842","2366027.337","2159428.908","1533998.062","1763430.012","2510052.139","2638189.829","2325609.546","2529854.007","2657896.465","2829577.695","2350541.498","2265757.361","2025313.778","2025522.791","1808159.91","2844307.047","3001421.177","1941934.101","2713754.546","3296783.699","2339306.994","2174264.227","2345565.039","2288417.537","3271298.873","1835068.206","2178119.846","2613152.297","2074096.788","2087963.716"
"M86T94","86.096413305","93.78975","9277887.34","10001765.56","3872652.54","3961370.932","3981595.275","5411431.493","3649824.049","3767150.028","4412309.262","4570703.254","4109220.98","4998629.394","11179744.23","4693937.923","3215565.554","4582898.267","4103852.977","11258631.97","12750053.37","13131331.67","15185595.2","16216081.62","15708088.71","4021312.341","3776140.303","2871560.797","3941861.868","2893147.936","3193705.516","3335322.873","3178124.986","1308990.463","4328112.368","22747153.26","4254587.207","3431310.458","3385673.341","3873186.748","2847804.096","3342178.13","1800272.334","2982289.769","4036299.627","14706722.34","1872200.753","3610536.717","2327169.993","6623368.546","6424383.664","4965942.989","3647032.679","4811128.332","4500454.318","10817126.01","4897453.187","4261877.564","3076177.719","4291708.706","5004781.009","3259354.046","5561923.029","3826887.6","4025889.353","11550686.66","3241211.7","4176748.983","4329847.439","4164308.258","5526271.569","2299410.451","2556063.569","4696400.348","5453717.699","11548608.77","3384639.15","3663119.661","2613970.697","4337659.545","4099341.673","5010189.057","4225729.304","3499206.851","3966933.925","10704758.71","4291524.497","3346306.056","4173579.076","4723326.656","3139772.51","5353481.458","5426699.283","4074185.794","5125751.306","9648621.062","3112270.005","2817763.581","4235392.902","4032891.946","4040615.217","2909703.719","3839383.332","3342717.189","3041466.442","23666898.91","3921923.22","4093296.344","3452912.442","3565338.627","3225226.698","2948516.831","2468187.689","2645049.461","2609771.428","3721671.193","4286516.988","3062764.784","2408881.515","5967546.611","3309092.765","3718246.303","2970488.106","15094895.46","9169289","2974356.756","2624638.245","4041440.209","3551153.922","3635114.734","4970513.411","3895537.948","2490958.485","3793476.902","24326896.11","2643566.316","4173531.46","4820211.229","3681057.688","4286159.271","3607374.67","2793923.4","12232746.7","11061545.47","10436648.99","23993286.55","21592806.43","11027027.76","12678655.9","21874358.12","6929451.232","13158843.76","7252411.879","10693910.11","11081205.91","12729984.22","12620742.8","12328157.42","8548777.218","8364304.291","12804930.46","9751559.652","25494947.42","15802946.24","24052566.86","33075900.86","15020024.96","13050292.48","15994365.7","9955832.418","14922280.74","13529602.67","13258497.5","21461828.01","30251745.28","17023186.32","13830548.56","17294930.57","15728322.94","8349762.72","17613167.79","16656323.18","13306226.5","14563565.69","13752698.61","14266960.72","15591539.31","20032144.44","31258024.71","12450236.4","32600919.26","11922010.75","10170916.97","6414941.396","5844401.901","3247254.554","4777817.88","4359807.521","4007502.503","26502689.89","5123159.746","4745114.173","2438496.128","2539452.893","1613717.901","3695188.413","3450825.038","2255439.148","2835096.955","8978428.312","2913932.579","3813269.567","4710639.685","3275485.383","3322400.259","3234258.207","2846146.787","2954730.88","2505421.941","6041830.745","7144042.688","6579335.596","6485967.029","6673269.941","13841102.53","6521380.457","6713896.205","6512901.298","6436672.273","6756974.026","6764150.203","7291184.978","7346013.938","6992888.98","15836766.31","6374778.33","6550925.017","7209021.782","7298078.53","6406061.666","6971506.245","6387826.485","6188665.721","5724827.022","7957874.024","7931303.632","5453818.672","6747163.19","7017197.688","6425317.929","6682304.255","7145493.844","6559150.602","5018414.727","5025965.156","6733590.805","7210107.929","4230205.209","9024995.834","4835517.246","5891545.504","5795124.863","5777306.682","6316737.352","8821165.569","6986566.039","20775105.1","7095665.904","12117668.81","16626821.66","6947688.187","7141602.563","5570556.25","5959452.415","7911899.067","5290336.89","5485571.288","7944887.885","7248485.573","5741990.633","6284424.383","19359430.22","6800237.739","6879146.492","12659983.7","8965789.49","14244661.65","295293.182","10000492.67","10235257.32","5362218.953","6731915.899","7016070.723","6502257.178","4299121.719","6427090.14","16388323.52","4727329.556","6455550.711","8814265.67","4695766.399","5556834.652","7847725.525","17539277.87","8467047.556","5232508.457","14167971.77","7727975.265","6054248.605","8168381.369","16167231.92","7135840.558","6496876.422","7621752.482","5356945.802","7556587.543","6197949.241","7635055.651","7210809.056","14872292.65","7072031.545","5999217.341","7450801.128","14897688.47","8821677.98","7518876.865","7291976.275","5770799.995","6768824.091","5741666.352","17101400.8","16250480.15","5927837.098","6508990.595","8689435.109","7195924.565","16311839.95","5630583.53","8538984.729","9593862.621","7513817.544","6926603.547","7000075.183","5697923.586","6801663.487","8247612.56","6089362.234","4495148.793","5670637.587","6125945.022","7039111.834","14784002.87","7926949.91","6739730.395","5533493.463","7054331.917","5814190.086","7098848.778","7048940.563","6395646.614","10596487.12","8259543.653","6863907.836","6295778.904","8695438.434","8280129.432","9058518.927","5333720.427","7012554.573","8037492.085","6363214.683","6538712.682","5265450.317","7691332.78","6650753.173","5420414.703","6742224.062","6121669.534","7339806.706","6156791.726","6443222.826","6499914.492","8516237.253","6228954.717","9458477.387","6912044.614","7505087.947","7158118.457","8487997.814","6139453.629","5854529.877","9390099.956","6351002.644","5315906.732","5603470.903","5851291.7","7041693.246","5117299.75","4940346.889","6316167.734","8487652.904","2142165.976","6449307.901","8746696.606","4599246.517","5050549.343","5785253.834","6523141.982","3965222.585","5430464.191","7073375.09","7144819.256","5528399.762","6050471.696","13957426.91","6906449.017","6287803.52","6410119.976","6098404.609","5549359.034","5327709.145","7251994.478","7125006.499","5125812.648","7003244.356","9089819.61","6691266.962","8134047.272","6630855.342","6437824.839","7425163.003","5419111.944","6905634.409","6218847.866","6549420.274","5308780.983"
"M86T75","86.096511545","74.604","2982269.264","3400942.001","1945093.656","2724034.795","2738672.123","3535932.784","2492990.448","2702114.559","2716995.782","2719452.879","2596946.15","3078222.88","4129909.637","3098064.485","2826803.762","2676958.733","2772183.246","3740909.6","4655303.862","4578201.371","5275292.974","6101516.519","","2672917.478","2562505.328","1834755.939","3135298.807","1777877.936","2272505.319","2450667.084","2071186.198","5097199.283","579395.6836","","2881920.061","2087404.498","2271230.317","494110.5286","1638303.53","2343613.165","1068907.51","1826513.368","2792518.878","430836.811","1304775.021","464860.585","1621805.73","3280935.257","672791.737","609382.8438","2803032.641","619544.6949","2870910.732","541960.6762","2843658.608","1979120.509","1789553.005","2093752.081","655689.1942","1834541.447","4003179.687","2719097.403","2446815.709","4730604.877","2672172.085","2458508.57","2486626.728","2431721.975","3608323.571","1527135.091","1868441.423","3809163.596","800375.3886","4384672.187","3324686.183","2436001.568","425843.2375","3189409.782","575342.6719","3838161.089","2626617.514","2135903.901","3259950.799","4060098.573","611039.5666","1909597.053","629757.5194","3052515.581","2704006.171","4223177.981","732571.4806","394914.4563","732590.8951","3579969.091","2252210.273","2242057.519","2673179.746","3554663.737","3147241.749","1825699.874","2401001.724","2216965.005","1938045.927","","2242015.653","3004491.117","2649632.005","1887575.151","1947369.087","337995.7999","1588813.355","1758094.816","1885534.642","3413766.329","3267430.218","1307823.344","1687010.536","3858871.115","2559856.254","1415014.612","2147362.652","","3361900.275","1705713.584","1915843.845","2957359.144","2012664.056","2165125.48","3551465.094","2517353.391","1547764.092","2319006.379","","1770956.691","3048564.928","3442188.691","426956.8261","2554178.18","2433683.162","1857625.18","","3880018.058","3847924.069","","","4274886.381","4623611.582","","2368784.57","4305387.048","2095676.189","3873134.892","4395471.513","4689343.985","4576283.703","4398329.465","2883845.428","2728457.785","4687788.407","3408617.984","","6104256.376","","","6163715.299","5902556.897","6341982.036","3561437.33","5179702.498","5362407.111","4924526.513","9755176.491","","7142984.42","","5797656.359","6499709.066","3060282.668","7052962.623","6570147.26","5004364.566","5544562.566","4187216.716","5481664.195","7106188.358","8315361.321","","4843633.627","","956211.4117","4271066.351","3244847.843","3319637.367","1804176.279","3262705.235","2879360.709","2855245.846","","3729339.279","3019232.989","1402419.528","1800721.424","1279662.742","408288.7885","438517.2522","1657229.325","1956855.571","3165205.737","1999800.993","2997344.958","3874145.368","2276800.519","1792706.976","2757305.519","2177488.627","1990736.995","1750565.537","3058174.808","2401116.202","2792654.348","3211337.965","","","2933173.932","2896396.904","3140154.276","2877072.362","2940179.02","3006293.1","2859291.665","","3289942.76","","2613331.35","3006582.518","2217296.977","2533005.985","2750924.904","2711031.404","2554700.452","2594984.214","2299529.308","2273455.286","3292095.746","1912298.499","3011341.538","3531120.06","3331067.044","2819551.605","2776113.981","2072003.873","1709386.96","1729909.36","2839789.833","2964995.917","1303597.118","","2047387.808","2337442.903","2091188.818","2494973.194","","3503643.035","2653286.446","","1664985.003","","","","2732252.158","2294752.494","2479501.42","3610262.491","2104167.914","2206764.497","3673069.192","3432547.705","2591445.888","2744192.757","","2794215.888","2816501.077","","4003739.616","","","","","2206708.669","2777799.018","2551430.627","2156460.18","1727357.284","2743508.865","","1952768.947","2607685.065","3945085.058","1742279.541","2436024.593","3752982.319","","3221785.211","2297559.507","","2976128.408","2364978.43","3167716.27","","3441075.182","2525555.721","3515054.831","2178232.733","","2510729.424","2528113.854","2369194.189","","2131573.255","2537465.516","3469914.634","","3516982.678","2916131.571","2389246.12","2018395.54","2647516.316","2514207.328","","","2285054.257","1764261.312","3478765.677","2899889.853","","1732301.102","3334827.057","4164575.145","1828469.353","2577069.086","2925197.198","1961153.237","2557618.751","3373468.227","2554990.017","1946626.539","2478498.8","2662927.536","1925322.438","","3275927.026","2307076.006","2037635.62","1627361.82","1885067.498","2576676.208","3290243.267","2272045.718","","3311571.812","2439498.895","1993084.937","3951777.07","3195225.294","2940101.596","1816491.743","2875029.938","3249019.261","2581967.975","2559391.027","1818800.629","2814623.631","2843344.58","2492360.132","2620715.558","3096889.914","2996066.572","2575545.265","","2679341.995","3662657.931","2773767.286","3985691.742","2789311.168","2823259.542","","2754584.187","2056333.313","2452436.961","3677444.638","","1764876.899","2423629.266","1441241.796","2513027.793","1543148.968","1786123.505","2231860.329","","2531278.792","2739530.419","3722755.703","1650716.488","1764017.7","2076890.104","1593925.584","","","2666528.491","2898175.234","2314791.72","2144833.115","","2089284.062","","2419244.1","2036949.05","1769253.639","","2340577.244","2737498.013","","2527107.567","3584688.086","2740949.884","","2854379.548","1790981.783","2990781.877","2049290.67","2867663.379","2667249.206","1857913.493","2080717.357"
"M90T654","89.506999375","654.223","1085069.049","1464435.059","1450772.059","1411323.613","1397974.785","1559559.562","1438831.756","1155377.97","1257203.396","1279550.999","1325214.439","1322561.947","1922743.911","1343373.215","1370325.879","1236210.673","1251449.325","1961687.515","2159823.185","1872221.729","1783898.244","2072495.314","2030936.31","1382514.869","1325159.96","1324219.1","1387658.035","1512996.193","1346641.903","1576302.47","1564446.342","1253108.357","1281881.036","1444912.327","1364723.787","1392289.759","1398479.707","1447869.842","1367794.867","1372964.806","1398546.552","1641234.697","1412555.167","3568348.309","1454141.423","1373865.533","1380193.992","1860260.971","1774278.987","1843305.323","1675085.428","1530851.2","1705335.197","2343306.687","1402403.843","1446210.05","1339282.034","1493882.483","1433375.227","1470104.192","1429304.637","1430156.284","1420360.045","2355713.061","1372020.612","1655803.522","1428270.098","1315245.254","815161.7239","1237207.259","1273584.631","1356470.497","1251813.894","2144089.415","1199945.299","1403688.977","1248999.25","1185495.967","1238006.044","1391519.887","1214493.17","1243968.325","1291638.747","2081692.856","1414190.812","1240023.273","1244035.124","1254196.802","1274817.805","1312839.727","1363965.835","1247231.213","1274936.611","1991635.846","1368792.06","1476643.289","1383681.462","1356510.102","1307157.609","1333378.144","1250433.874","1285757.201","1265686.512","2005974.609","1312983.248","1383806.9","1378630.606","1331574.378","1279298.4","1313282.899","1313240.356","1296141.626","1349100.191","1408908.386","1285448.258","1431795.175","1781075.634","1309466.746","1275556.172","1352416.77","1316984.932","1090807.776","1961983.094","1446813.39","1456085.59","1381632.459","1383908.231","1379952.031","1331557.316","1342231.418","1409242.031","1276018.578","2013846.253","1357236.803","1381241.174","1304550.36","1244254.003","1268121.473","1299217.66","1252025.288","1835143.58","1825986.515","1810415.575","1957836.716","1923424.585","1957691.316","1843570.168","1281382.976","1809821.001","1601174.05","1823842.979","1650433.564","1742456.945","2008220.478","2078173.244","1704878.839","1642217.976","1338998.078","1738990.985","1934032.312","1907665.102","1691836.706","2067400.17","1689220.044","1898677.131","1606532.896","1736078.631","1648575.992","1815771.343","1705444.978","1726345.355","1799187.701","1787939.641","1748566.515","1744868.212","1884280.928","2053570.676","1566552.029","2019600.892","2409223.312","2092553.608","1935556.282","2059329.7","2648866.261","2258027.209","2279345.237","2431824.064","1496841.691","2122919.328","2166481.922","2120665.236","2056044.798","1876911.132","1525249.357","1570048.158","1752971.536","1683173.655","1739432.794","1505709.221","1365757.212","1390562.933","1246219.023","1286732.61","1272263.03","1311843.547","1333887.135","1456770.525","1561423.345","1300556.276","1308511.004","1351494.118","1673158.418","1434864.818","1292525.286","1273055.831","1371812.072","1280433.065","1316090.909","634610.3106","1811709.444","2081397.368","1969341.427","1544873.736","1778043.282","1781565.437","1574443.319","1615612.894","1764222.942","2169996.516","1832747.721","1293243.386","1552771.201","1642370.826","1510858.188","1793314.754","1216317.26","1399716.613","1360770.33","1532716.645","881595.4019","1363664.061","998234.0175","2070515.445","2235647.212","2121797.746","2442339.463","2221105","2262486.19","2330604.546","2147539.406","1998635.644","1834875.197","2151901.435","1821051.043","1138596.824","353800.9735","1715291.303","1854461.903","1804612.481","1793026.542","2360720.844","1822596.656","1948681.435","2078074.713","1932898.202","2205983.652","2068925.756","1976859.638","685106.0057","1958877.628","1921264.79","1996022.897","2117952.223","2224483.162","2247048.575","1864126.304","1857312.091","1764096.64","2123501.987","1763655.762","1963137.654","1525132.451","1973765.554","1705260.95","1901170.648","1682605.432","1118815.848","1822599.131","1819542.652","2032372.284","1771272.245","1990026.821","1966515.644","1607582.758","1582107.077","1512415.202","1056745.124","1802783.712","1705437.649","2042066.5","1823763.168","1849494.339","1789552.539","1766270.101","1665075.34","1867097.748","1671999.368","1594281.366","1891608.697","1830283.002","1620831.878","1756465.564","1727352.68","1815891.2","1952652.697","1869005.663","1827960.957","2070005.98","1648848.545","1880152.643","1788362.324","1733474.976","1894029.896","1659772.292","2078279.844","1923537.297","1722597.552","1748658.425","1670319.683","1491379.395","1753860.957","1611386.832","1783037.847","1769776.863","1786469.681","1867993.25","1950560.439","1727517.56","1588221.739","1682007.603","2037290.185","2092564.922","1911933.854","1675283.541","1627724.723","1563821.165","1723054.496","1737249.555","1451938.647","1405319.746","1695572.258","1887516.454","1279764.992","1477886.587","1633738.49","1640317.512","1289264.98","1844697.339","1740531.703","1548202.711","1788604.329","1538511.729","1778082.209","1564075.582","1290949.245","1630132.187","1869678.276","1448159.499","1640949.19","1738839.985","1440166.566","1491904.897","1709809.602","1728025.045","1640474.016","1367075.847","1751358.781","1560157.567","1410496.943","1590724.797","1887935.964","1728268.403","1656286.68","1202734.091","1931386.189","1291508.854","1406841.32","1375796.248","1647715.249","1458008.63","1557005.943","1576044.859","1436731.734","1304714.484","1398548.681","1610276.794","1385138.582","1490122.399","1528431.692","1467970.741","1314227.533","1350566.305","1336383.8","1417197.491","1044143.799","1616114.169","1424583.105","1115974.552","1344185.229","1563220.403","1110018.952","1452845.613","1496208.806","1473153.937","1096428.788","1203205.374","1308703.968","1295881.094","1205974.469","1246567.403","1081213.204","1382026.365","1472736.25","1512204.291","1540993.137","1447276.731","1488848.841","1277486.273","1122597.097","1214286.699","1337646.234","1087802.44","919672.392","1199472.06"
