"name","mz","rt","EC0114","EC0214","EC0239","EC0356","EC0364","EC0466","EC0547","EC0552","EC0576","EC0628_1","EC0628_2","EC0681","EC0753","EC0788","EC0830","EC0848","EC0858","EC0864","EC0890","EC0909","EC17A1458","EC189","EC1A1079","EC237","EC24A1581","EC25A1594","EC25A1596","EC26A1605","EC298","EC302","EC30A1671","EC32A1737","EC34A1771","EC3670","EC3677","EC3687","EC3688","EC3703","EC3751","EC3768","EC3826","EC3938","EC3944","EC3972","EC4052","EC4054","EC4086","EC4105","EC4106","EC4121","EC4135","EC4136","EC4149","EC4160","EC4171","EC4173","EC4177","EC4179","EC4182","EC4193","EC4201","EC4206","EC4220","EC4224","EC4235","EC4265","EC4268","EC4270","EC4272","EC4286","EC4291","EC4293","EC4302","EC4338","EC4348","EC4349","EC4365","EC4370","EC4374","EC4382","EC4385","EC4455","EC4482","EC4483","EC4493","EC4532","EC4536","EC4565","EC4600","EC4602","EC4604","EC4619","EC4638","EC4641","EC4654","EC4771","EC4781","EC47A2046","EC47A2049","EC4A1168","EC53A2215","EC55A2248","EC563","EC567","EC577","EC595","EC5A1395","EC6101","EC6103","EC6108","EC6109","EC611","EC6112","EC612","EC6120","EC6132","EC616","EC618","EC619","EC620","EC6200_1","EC6202","EC6208","EC6225","EC623","EC625","EC627_1","EC628","EC6290","EC6291","EC6299","EC6304","EC6305","EC632","EC6326","EC633","EC6345","EC6349","EC6356","EC6358","EC636","EC6364","EC6399","EC6400","EC6401","EC6402","EC6408","EC6459","EC646","EC6461","EC6501","EC6513","EC6517","EC6519","EC653","EC6548","EC655","EC6557","EC6559","EC656","EC6561","EC6562","EC6591","EC6594","EC6602","EC6614","EC6634","EC6659","EC6731","EC6742","EC6746","EC6748","EC6752","EC6758","EC6775","EC6808","EC6809","EC6812","EC6840","EC6843","EC6849","EC6850","EC6851","EC6857","EC686","EC6864","EC687","EC6891","EC6893","EC6894","EC6902","EC6907","EC6913","EC6915","EC6926","EC6934","EC6938","EC6945","EC6951","EC6953","EC6988","EC6993","EC6A1200","EC6A1215","EC7009","EC7025","EC7028","EC7031","EC7060","EC7061","EC7063","EC7064","EC7070","EC7084","EC7087","EC7101","EC7114","EC711_1","EC7135","EC7139","EC7143","EC7154","EC7160","EC7179","EC7183","EC7184","EC7221","EC7233","EC7234","EC7237","EC7244","EC7274","EC7276","EC7279","EC7282","EC7285","EC7286","EC7320","EC7326","EC7327","EC733","EC7340","EC7341","EC735","EC7351","EC7354","EC7355","EC7360","EC7371","EC7372","EC738","EC7383","EC7384","EC7392","EC7393","EC7401","EC7403","EC7415","EC7426","EC7438","EC7446","EC7447","EC7454","EC7458","EC7460","EC7470","EC7482","EC7490","EC7492","EC7502","EC7507","EC7511","EC7514","EC7515","EC7522","EC7527","EC7528","EC7536","EC7542","EC7549","EC7560","EC7570","EC7577","EC7586","EC7590","EC7597","EC7599","EC7603","EC7631","EC8056_1","EC8065","EC8289","EC8363","EC8365","EC8367","EC8457","EC8551","ECA004","ECA022","ECA024","ECA038","ECA041","ECA097","ECA098","ECA100","ECA102","ECA103","ECA106","ECA107","ECA1070","ECA108","ECA1088","ECA110","ECA111","ECA1142","ECA1143","ECA1161","ECA120","ECA121","ECA125","ECA126","ECA1318","ECA1356","ECA137","ECA143","ECA1467","ECA1469","ECA162","ECA167","ECA168","ECA169","ECA176","ECA186","ECA188","ECA193","ECA195","ECA197","ECA201","ECA210","ECA212","ECA214","ECA216","ECA217","ECA220","ECA222","ECA225","ECA239","ECA286","ECA287","ECA288","ECA290","ECA297","ECA299","ECA301","ECA327","ECA328","ECA405","ECA407","ECA408","ECA415","ECA418","ECA424","ECA425","ECA504","ECA507","ECA508","ECA537","ECA558","ECA573","ECA574","ECA642","ECFA123","ECFA125","ECFB123_1","ECFB123_2","ECFB129","ECFB131","ECFB147","ECFB47","ECFB60","ECFC120","ECFC145","ECFC18","ECFD103","QC11","QC12","QC13","QC14","QC15","QC16","QC17","QC18","QC19","QC20","QC21","QC22","QC23","QC24","QC25","QC26","QC27","QC28","QC29","QC30","QC31","QC32","QC33","QC34","QC35","QC36","QC37","QC38","QC39","QC40","QC41","QC42","QC43","QC44","QC45","QC46","QC47","QC48","QC49","QC50","QC51","QC52","QC53","QC54","QC55","QC56","QC57","QC58","QC59","QC60"
"M72T56","72.0807234","56.289","1931589.539","2063025.03","2078917.677","2732007.593","2693229.33","2749257.684","1808159.91","2986311.774","1782639.892","2917232.313","2844307.047","2713754.546","2301552.128","3388805.262","3182368.922","2716127.688","2576956.852","2638189.829","2636523.185","2532956.355","2830419.068","2222427.207","2025313.778","2371451.813","3998228.477","2429970.195","4101823.314","5521017.289","2579365.947","2408092.408","4836126.55","9667692.305","3831752.803","4085319.542","2587764.445","6360078.561","5026721.295","5692661.455","4727073.036","3292572.648","2794508.043","7078145.245","2772414.518","2409397.996","4464317.332","3588520.311","5126368.757","5788761.32","5113959.317","5013328.936","5782441.738","4793313.744","2891248.039","4214833.846","3763284.393","3552359.44","4128463.613","4701119.362","3153019.94","4802149.545","7046052.623","5700676.529","4459597.248","4736240.793","5124351.087","5053963.256","3103984.745","3359923.453","5318719.527","4228212.66","3706285.314","4378634.983","5573935.723","4939046.038","3371209.405","2502708.939","3227760.901","5471162.103","4343912.637","3760695.812","4084264.673","2537110.473","3323231.989","2509429.502","3659036.546","6730356.738","4489271.411","5330195.584","3880479.002","4719260.423","3192304.168","4086205.323","4930717.277","1911798.881","4733776.357","3780094.192","5680108.357","2942493.171","5018636.2","2907992.677","2693291.096","6016379.466","5190460.846","4418174.196","2041606.456","2179507.507","2798376.803","5102767.094","2320519.896","3669137.366","3521948.538","2331582.482","4047316.523","2366027.337","2868248.768","4610694.373","2983080.007","2423212.868","2851687.48","3137563.502","3240341.124","3055833.039","4714438.612","2533164.862","3212576.412","2134012.28","1840768.777","2964011.623","4432627.959","5046141.441","2936938.922","4264253.115","3232731.495","3007467.295","3639045.242","1763430.012","4659127.392","6201558.105","5690993.217","3782832.103","898961.2875925","8058676.558","4432803.924","6121239.137","4137588.021","6849930.168","3161382.845","4641295.651","1941934.101","4436123.108","6570698.071","4121696.936","2749880.052","3210680.676","2350541.498","4692243.074","2658247.6","3358463.684","4336576.926","2321081.646","2713523.96","5314620.253","5941077.169","3301257.435","3884018.027","3956967.342","7987856.851","3599043.081","4308631.097","5166230.02","4425064.464","5045771.544","3529537.456","2071269.332","2153720.789","2000642.284","2731566.491","3494126.213","2344215.912","2755546.266","2642764.336","2352304.877","2087963.716","2553262.343","2548033.301","2294223.923","1768311.743","4276383.94","4362058.683","4575474.304","4614427.59","1865082.412","2214621.577","3237908.602","2247146.859","2605901.648","2385540.985","2529854.007","2587933.475","2807305.22","2564355.98","1533998.062","2273885.664","5317006.218","2359122.554","2351813.443","3075399.74","2565818.093","1738012.68","3271298.873","2568155.604","2087037.317","2430679.232","3322334.874","2691062.376","3173771.157","2265757.361","2025522.791","1969332.327","2245256.928","1939536.82","4284191.221","4435481.393","3214187.855","2735934.145","2842174.281","2657803.95","2510882.941","4268178.898","3346116.488","7981255.467","2293876.353","2295752.077","3746217.814","2474836.538","3104940.56","2246760.174","3235450.559","3001421.177","2552986.932","2174264.227","3060119.678","3331405.615","1922239.788","2768224.483","3534838.561","2953277.677","4600674.353","4759203.957","6475960.508","2231276.649","2829577.695","2115814.972","2466744.609","2159428.908","3212061.744","3519385.043","2992594.578","2380586.169","3642305.77","4869931","3960138.021","2499851.435","4035942.36","7199776.126","2261572.778","2640670.738","3190340.241","2411123.216","2832020.956","2118730.757","2090402.668","2495966.296","2199239.829","3873696.282","4943050.055","4386793.105","3666425.93","2883471.201","4527194.491","1670616.843","3073265.106","5129733.591","7483754.888","5826734.516","4402136.83","3321637.514","5383126.676","5305271.256","5187528.569","6367946.207","3732495.77","5571892.235","3470330.874","6621623.33","4664712.949","2787279.26633333","2137272.253","2288417.537","2613152.297","3256027.296","2493928.082","3411826.233","2668052.12","3750547.223","3321291.335","2345565.039","2421306.058","2249829.766","2862668.26","2555891.183","3299526.953","2510052.139","2936846.634","1835068.206","2104107.553","2752031.516","2856652.89","2154547.156","2521708.381","2090874.636","2494675.061","4530329.709","2337756.818","2339306.994","6394318.29","2632561.818","2869593.267","2579633.859","2788204.35","2302079.54","2343602.473","3296783.699","2754096.046","2917932.102","3629703.608","2268008.613","2774521.817","2029051.904","2151776.96","2712610.959","2178119.846","2683647.176","3391129.554","2452923.488","2508920.313","3090671.474","2995527.442","2746993.854","2128564.714","2513382.886","2471181.425","3545792.145","2465124.745","2056649.177","2696167.44","2437052.771","3152454.841","2858066.161","2074096.788","2657896.465","2993036.062","2143068.213","2541135.338","3495889.151","2185917.842","2495716.143","3906322.579","3286046.646","2325609.546","2394833.177","4791141.377","6256862.74","5249572.169","5466211.348","5401506.866","4831495.857","2247254.81","4684434.281","5172969.083","4159184.765","2562564.456","4520585.47","2654676.754","2845260.41","3123306.507","3718719.086","3468395.844","4219304.959","3928342.193","4299476.962","5370805.564","5847563.259","3499896.468","3064287.968","3169726.713","3537499.771","3700333.293","5779233.897","6369519.196","3764000.541","4894260.885","5097062.967","5673649.123","5504289.198","5140932.4","5374245.374","5247840.121","4311040.199","2477376.746","2768991.726","2661909.472","2610506.161","2532814.023","2846574.682","2709524.258","2630393.223","2660825.911","2462787.291","2496915.515","2464306.033","2769883.098","2475982.313","2506227.586","3061168.917","2504120.048","2691266.711","2686039.496","2809301.472","2567317.026","2523163.037","2416395.57","2424740.99","2316201.643"
"M86T94","86.096413305","93.78975","4495148.793","7039111.834","5927837.098","6502257.178","7505087.947","6139453.629","5327709.145","7957874.024","4599246.517","6733590.805","7251994.478","7003244.356","5290336.89","8821677.98","8746696.606","7621752.482","6156791.726","7144819.256","10235257.32","6947688.187","3610536.717","6801663.487","6098404.609","5770799.995","10817126.01","2835096.955","4007502.503","5004781.009","7210809.056","5603470.903","4025889.353","20032144.44","22747153.26","3793476.902","2255439.148","6414941.396","14563565.69","17613167.79","2556063.569","10436648.99","3275485.383","10170916.97","3450825.038","3193705.516","12729984.22","11027027.76","25494947.42","17023186.32","3112270.005","4811128.332","30251745.28","4235392.902","2613970.697","3895537.948","7252411.879","2408881.515","3076177.719","2970488.106","4036299.627","12678655.9","21461828.01","4032891.946","4745114.173","5844401.901","15728322.94","2817763.581","2539452.893","4710639.685","33075900.86","23993286.55","3839383.332","4099341.673","3966933.925","13050292.48","3247254.554","2871560.797","2982289.769","3241211.7","4329847.439","3551153.922","10704758.71","1872200.753","3041466.442","6929451.232","2974356.756","17294930.57","4337659.545","4164308.258","24052566.86","14922280.74","9955832.418","4359807.521","3384639.15","2327169.993","4176748.983","12328157.42","3452912.442","3385673.341","15994365.7","8467047.556","3431310.458","3721671.193","5526271.569","21874358.12","6449307.901","6496876.422","8364304.291","4074185.794","2438496.128","8978428.312","9751559.652","5556834.652","3635114.734","5785253.834","3335322.873","4225729.304","7691332.78","6747163.19","7017197.688","8168381.369","2468187.689","3813269.567","2909703.719","15094895.46","8487652.904","4835517.246","5533493.463","8814265.67","4041440.209","4291524.497","2643566.316","13258497.5","9648621.062","14897688.47","3062764.784","5430464.191","26502689.89","4897453.187","13306226.5","11081205.91","295293.182","6623368.546","2645049.461","3139772.51","3259354.046","15591539.31","3234258.207","2609771.428","5125812.648","4173579.076","13830548.56","11548608.77","2847804.096","8548777.218","6287803.52","3346306.056","7072031.545","3873186.748","13529602.67","5959452.415","3178124.986","14266960.72","3826887.6","4254587.207","2299410.451","10693910.11","32600919.26","11061545.47","12620742.8","4723326.656","3607374.67","5426699.283","3342717.189","10596487.12","5315906.732","1613717.901","6499914.492","16167231.92","7145493.844","14872292.65","6284424.383","5851291.7","5308780.983","6559150.602","7016070.723","6800237.739","4727329.556","4965942.989","23666898.91","12232746.7","4286516.988","5814190.086","6863907.836","9458477.387","5018414.727","7054331.917","5232508.457","6050471.696","6731915.899","6986566.039","6879146.492","3965222.585","2954730.88","4500454.318","5697923.586","6427090.14","8487997.814","12659983.7","4299121.719","7425163.003","7926949.91","5570556.25","6316167.734","14167971.77","6316737.352","16311839.95","6410119.976","5549359.034","4230205.209","6054248.605","4695766.399","4777817.88","2490958.485","7635055.651","6912044.614","2142165.976","3342178.13","2913932.579","3565338.627","2793923.4","31258024.71","5453818.672","6926603.547","17539277.87","6351002.644","8695438.434","6742224.062","8689435.109","7125006.499","6197949.241","8134047.272","7727975.265","9058518.927","4940346.889","9593862.621","7847725.525","8259543.653","3921923.22","13158843.76","4040615.217","10000492.67","6906449.017","6739730.395","7513817.544","6523141.982","4328112.368","3499206.851","3941861.868","2846146.787","2948516.831","2624638.245","4261877.564","7048940.563","3225226.698","6424383.664","5362218.953","14244661.65","7248485.573","5630583.53","7012554.573","5117299.75","5356945.802","5795124.863","5741666.352","1308990.463","15020024.96","12450236.4","3681057.688","8349762.72","5123159.746","1800272.334","7911899.067","4970513.411","5561923.029","4093296.344","5353481.458","3322400.259","13752698.61","5453717.699","4173531.46","11922010.75","9169289","3309092.765","3663119.661","16656323.18","21592806.43","5777306.682","5025965.156","6437824.839","6218847.866","17101400.8","7556587.543","7135840.558","8037492.085","19359430.22","12117668.81","6630855.342","7041693.246","6395646.614","9390099.956","7158118.457","16626821.66","7073375.09","7931303.632","5419111.944","6508990.595","7944887.885","16250480.15","6125945.022","6768824.091","5670637.587","3695188.413","12804930.46","5485571.288","6691266.962","3647032.679","14706722.34","7210107.929","6228954.717","6425317.929","6538712.682","7450801.128","9089819.61","6455550.711","7339806.706","16388323.52","6363214.683","7095665.904","6295778.904","6089362.234","7000075.183","6905634.409","7195924.565","8821165.569","5891545.504","6682304.255","8538984.729","14784002.87","7291976.275","5265450.317","6121669.534","5999217.341","8965789.49","5741990.633","5333720.427","7518876.865","6443222.826","8516237.253","8247612.56","6549420.274","13957426.91","9024995.834","5854529.877","7141602.563","20775105.1","5050549.343","5420414.703","11550686.66","8280129.432","5528399.762","6650753.173","24326896.11","5967546.611","5010189.057","5125751.306","4820211.229","4291708.706","2505421.941","15802946.24","4696400.348","3718246.303","7098848.778","4286159.271","2893147.936","9277887.34","10001765.56","11179744.23","11258631.97","12750053.37","13131331.67","15185595.2","16216081.62","15708088.71","4021312.341","3776140.303","3872652.54","3961370.932","3981595.275","5411431.493","3649824.049","3767150.028","4412309.262","4570703.254","4109220.98","4998629.394","4693937.923","3215565.554","4582898.267","4103852.977","6041830.745","7144042.688","6579335.596","6485967.029","6673269.941","13841102.53","6521380.457","6713896.205","6512901.298","6436672.273","6756974.026","6764150.203","7291184.978","7346013.938","6992888.98","15836766.31","6374778.33","6550925.017","7209021.782","7298078.53","6406061.666","6971506.245","6387826.485","6188665.721","5724827.022"
"M86T75","86.096511545","74.604","1946626.539","1925322.438","2285054.257","2156460.18","2823259.542","2056333.313","2329337.232","2273455.286","1650716.488","2839789.833","2340577.244","2527107.567","2104167.914","3516982.678","3722755.703","3515054.831","2575545.265","2898175.234","2497768.78188889","3068154.2478","464860.585","2557618.751","2036949.05","2018395.54","541960.6762","1956855.571","2855245.846","655689.1942","2369194.189","2423629.266","2446815.709","8315361.321","3070638.2075","2319006.379","1657229.325","3244847.843","5544562.566","7052962.623","1868441.423","3847924.069","2276800.519","4271066.351","438517.2522","2272505.319","4689343.985","4274886.381","2493350.3286","7142984.42","2252210.273","619544.6949","2602184.6699","2673179.746","425843.2375","2517353.391","2095676.189","1687010.536","1789553.005","2147362.652","2792518.878","4623611.582","9755176.491","3554663.737","3019232.989","3319637.367","6499709.066","2242057.519","1800721.424","3874145.368","2662495.93833333","2806513.6889","2401001.724","575342.6719","3259950.799","5902556.897","1804176.279","1834755.939","1826513.368","2672172.085","2486626.728","2012664.056","4060098.573","1304775.021","1938045.927","2368784.57","1705713.584","5797656.359","3189409.782","2431721.975","2541398.32133333","5179702.498","3561437.33","2879360.709","3324686.183","1621805.73","2458508.57","4398329.465","2649632.005","2271230.317","6341982.036","3221785.211","2087404.498","3413766.329","3608323.571","2395997.3818","2739530.419","2525555.721","2728457.785","394914.4563","1402419.528","3165205.737","3408617.984","2436024.593","2165125.48","2076890.104","2450667.084","2626617.514","2814623.631","3011341.538","3531120.06","3167716.27","1588813.355","2997344.958","1825699.874","2391240.3524","2794388.49766667","2047387.808","2037635.62","3945085.058","2957359.144","611039.5666","1770956.691","4924526.513","3579969.091","2814594.42833333","1307823.344","2499295.41677778","3041816.1772","2843658.608","5004364.566","4395471.513","1075134.946542","3280935.257","1758094.816","2704006.171","1834541.447","7106188.358","2757305.519","1885534.642","2174201.04855556","629757.5194","2636574.02345","4384672.187","1638303.53","2883845.428","2335941.32477778","1909597.053","2131573.255","494110.5286","5362407.111","2479501.42","2071186.198","5481664.195","2719097.403","2881920.061","1527135.091","3873134.892","2744036.5593","3880018.058","4576283.703","3052515.581","2433683.162","732571.4806","2216965.005","2341711.634","1764876.899","1279662.742","2679341.995","2100784.1967","2776113.981","2601981.1338","2744192.757","1441241.796","2080717.357","2072003.873","2551430.627","2794215.888","1952768.947","609382.8438","3054146.6204","2820791.5457","3267430.218","1885067.498","2439498.895","3985691.742","1709386.96","1627361.82","2297559.507","2144833.115","2777799.018","2653286.446","2816501.077","2243618.6165","1990736.995","2870910.732","1961153.237","2743508.865","2754584.187","2041413.279","1727357.284","2990781.877","3275927.026","2294752.494","2231860.329","2306213.7035","2535248.4073","2394251.1079","2419244.1","1769253.639","1303597.118","2364978.43","1742279.541","3262705.235","1547764.092","2528113.854","2789311.168","2531278.792","2343613.165","1999800.993","1887575.151","1857625.18","2870299.006","1912298.499","2577069.086","2349584.1276","2207818.5372","3951777.07","2620715.558","3478765.677","2737498.013","2510729.424","2475439.348","2976128.408","2940101.596","1786123.505","4164575.145","3752982.319","3311571.812","2242015.653","4305387.048","3147241.749","2648611.03333333","2089284.062","2307076.006","1828469.353","1593925.584","579395.6836","2135903.901","3135298.807","2177488.627","337995.7999","1915843.845","1979120.509","3290243.267","1947369.087","672791.737","2206708.669","2472708.8951","3432547.705","1732301.102","2875029.938","1543148.968","2178232.733","2091188.818","2514207.328","5097199.283","6163715.299","4843633.627","426956.8261","3060282.668","3729339.279","1068907.51","3610262.491","3551465.094","4003179.687","3004491.117","4223177.981","1792706.976","4187216.716","800375.3886","3048564.928","956211.4117","3361900.275","2559856.254","2436001.568","6570147.26","2632105.5403","2494973.194","1729909.36","1790981.783","2667249.206","2613083.02977778","2671567.75833333","3441075.182","3249019.261","3253392.81677778","2761877.268","2854379.548","2513027.793","2272045.718","3677444.638","2399999.39255556","2990815.5956","2666528.491","3292095.746","2049290.67","1764261.312","3673069.192","2412306.46255556","2662927.536","2647516.316","2478498.8","408288.7885","4687788.407","2206764.497","2740949.884","2803032.641","430836.811","2964995.917","2773767.286","3331067.044","2559391.027","3469914.634","3584688.086","2607685.065","2996066.572","2561082.60883333","2581967.975","1664985.003","1993084.937","2554990.017","2925197.198","2867663.379","2899889.853","3503643.035","2337442.903","2819551.605","3334827.057","2294359.67755556","2389246.12","1818800.629","3096889.914","2537465.516","4003739.616","2591445.888","1816491.743","2916131.571","2585746.97088889","3662657.931","3373468.227","1857913.493","2415308.00811111","2853314.846","2452436.961","2732252.158","2908558.42288889","1764017.7","2492360.132","4730604.877","3195225.294","2314791.72","2843344.58","3472594.5648","3858871.115","3838161.089","732590.8951","3442188.691","2093752.081","1750565.537","6104256.376","3809163.596","1415014.612","2576676.208","2554178.18","1777877.936","2982269.264","3400942.001","4129909.637","3740909.6","4655303.862","4578201.371","5275292.974","6101516.519","2417920.9646","2672917.478","2562505.328","1945093.656","2724034.795","2738672.123","3535932.784","2492990.448","2702114.559","2716995.782","2719452.879","2596946.15","3078222.88","3098064.485","2826803.762","2676958.733","2772183.246","3058174.808","2401116.202","2792654.348","3211337.965","2200790.1602","2305829.61744","2933173.932","2896396.904","3140154.276","2877072.362","2940179.02","3006293.1","2859291.665","2350325.0144","3289942.76","2353642.5207","2613331.35","3006582.518","2217296.977","2533005.985","2750924.904","2711031.404","2554700.452","2594984.214","2299529.308"
"M90T654","89.506999375","654.223","1563821.165","1451938.647","1753860.957","1990026.821","1931386.189","1375796.248","1205974.469","2070515.445","1336383.8","1821051.043","1246567.403","1472736.25","2224483.162","1894029.896","1350566.305","1756465.564","1560157.567","1563220.403","1822599.131","685106.0057","1373865.533","1911933.854","1308703.968","1923537.297","2343306.687","1456770.525","1683173.655","1433375.227","1827960.957","1436731.734","1420360.045","2279345.237","1444912.327","1276018.578","1333887.135","2056044.798","1935556.282","2019600.892","1273584.631","1810415.575","1673158.418","2120665.236","1311843.547","1346641.903","2008220.478","1957691.316","1907665.102","1748566.515","1368792.06","1530851.2","1787939.641","1383681.462","1248999.25","1342231.418","1823842.979","1781075.634","1339282.034","1316984.932","1412555.167","1843570.168","1799187.701","1356510.102","1365757.212","1876911.132","2053570.676","1476643.289","1246219.023","1351494.118","1689220.044","1957836.716","1250433.874","1238006.044","1291638.747","1606532.896","1525249.357","1324219.1","1641234.697","1372020.612","1428270.098","1383908.231","2081692.856","1454141.423","1265686.512","1809821.001","1446813.39","1884280.928","1185495.967","1315245.254","2067400.17","1815771.343","1648575.992","1752971.536","1199945.299","1380193.992","1655803.522","1704878.839","1378630.606","1398479.707","1736078.631","1789552.539","1392289.759","1408908.386","815161.7239","1281382.976","1314227.533","1620831.878","1338998.078","1247231.213","1390562.933","1561423.345","1934032.312","2042066.5","1379952.031","1044143.799","1576302.47","1214493.17","1491904.897","2442339.463","2221105","1594281.366","1313240.356","1308511.004","1333378.144","1090807.776","1528431.692","1854461.903","1279764.992","1802783.712","1381632.459","1414190.812","1357236.803","1726345.355","1991635.846","1733474.976","1431795.175","1115974.552","1739432.794","1402403.843","2092553.608","1742456.945","1682605.432","1860260.971","1296141.626","1274817.805","1470104.192","2258027.209","1292525.286","1349100.191","1382026.365","1244035.124","1744868.212","2144089.415","1367794.867","1642217.976","1096428.788","1240023.273","1648848.545","1447869.842","1705444.978","1996022.897","1564446.342","2648866.261","1430156.284","1364723.787","1237207.259","1650433.564","2122919.328","1825986.515","2078173.244","1254196.802","1299217.66","1363965.835","1285757.201","1740531.703","1576044.859","1286732.61","1590724.797","1891608.697","2147539.406","2070005.98","2123501.987","1304714.484","1199472.06","1998635.644","1771272.245","1963137.654","1512415.202","1843305.323","2005974.609","1835143.58","1285448.258","1633738.49","1788604.329","1656286.68","1834875.197","1477886.587","1766270.101","1452845.613","2032372.284","2078074.713","1525132.451","1424583.105","1371812.072","1705335.197","2092564.922","1607582.758","1406841.32","1973765.554","1966515.644","1122597.097","1695572.258","1921264.79","1490122.399","1665075.34","1822596.656","1786469.681","1203205.374","1295881.094","353800.9735","1671999.368","1705437.649","1570048.158","1409242.031","1869005.663","1202734.091","1467970.741","1372964.806","1300556.276","1331574.378","1252025.288","2431824.064","2121797.746","1682007.603","1849494.339","1557005.943","1778082.209","1640474.016","1783037.847","1081213.204","1952652.697","1447276.731","1867097.748","1290949.245","1385138.582","1727517.56","1823763.168","1548202.711","1312983.248","1601174.05","1307157.609","1118815.848","1473153.937","1887516.454","1588221.739","1616114.169","1281881.036","1243968.325","1387658.035","1273055.831","1313282.899","1456085.59","1446210.05","1289264.98","1279298.4","1774278.987","1819542.652","1901170.648","1857312.091","1867993.25","1869678.276","1610276.794","1727352.68","1793026.542","1748658.425","1253108.357","1898677.131","1496841.691","1244254.003","1566552.029","1505709.221","1398546.552","2117952.223","1331557.316","1429304.637","1383806.9","1312839.727","1434864.818","2059329.7","1251813.894","1381241.174","2166481.922","1961983.094","1275556.172","1403688.977","2409223.312","1923424.585","2360720.844","2151901.435","1277486.273","1087802.44","1670319.683","1815891.2","1830283.002","1448159.499","1763655.762","2068925.756","1488848.841","1398548.681","1844697.339","1458008.63","1291508.854","1976859.638","1344185.229","2235647.212","1214286.699","1611386.832","1864126.304","1491379.395","1737249.555","1722597.552","1723054.496","1272263.03","1738990.985","2247048.575","1540993.137","1675085.428","3568348.309","1138596.824","1728268.403","2262486.19","1738839.985","1788362.324","1512204.291","1056745.124","1751358.781","1582107.077","1640949.19","2205983.652","1538511.729","1627724.723","2037290.185","1337646.234","1769776.863","1948681.435","1804612.481","2330604.546","1950560.439","1405319.746","2078279.844","1440166.566","1367075.847","1880152.643","1705260.95","1764096.64","1630132.187","1659772.292","1410496.943","1887935.964","1675283.541","919672.392","1496208.806","1715291.303","1647715.249","1958877.628","1932898.202","1417197.491","1728025.045","2355713.061","1564075.582","1110018.952","1709809.602","2013846.253","1309466.746","1391519.887","1274936.611","1304550.36","1493882.483","1280433.065","1691836.706","1356470.497","1352416.77","1640317.512","1268121.473","1512996.193","1085069.049","1464435.059","1922743.911","1961687.515","2159823.185","1872221.729","1783898.244","2072495.314","2030936.31","1382514.869","1325159.96","1450772.059","1411323.613","1397974.785","1559559.562","1438831.756","1155377.97","1257203.396","1279550.999","1325214.439","1322561.947","1343373.215","1370325.879","1236210.673","1251449.325","1316090.909","634610.3106","1811709.444","2081397.368","1969341.427","1544873.736","1778043.282","1781565.437","1574443.319","1615612.894","1764222.942","2169996.516","1832747.721","1293243.386","1552771.201","1642370.826","1510858.188","1793314.754","1216317.26","1399716.613","1360770.33","1532716.645","881595.4019","1363664.061","998234.0175"
